loss,val_loss
0.01324229221791029,0.008203357458114624
0.01185920462012291,0.007505574729293585
0.010743077844381332,0.006959785707294941
0.010072743520140648,0.006781782489269972
0.009607239626348019,0.006654871627688408
0.009247994981706142,0.006578025873750448
0.008931268006563187,0.0066492618061602116
0.008659142069518566,0.006505515892058611
0.008452218025922775,0.006487093400210142
0.008281108923256397,0.006632361561059952
0.00810902751982212,0.006408108863979578
0.007974415086209774,0.0063582127913832664
0.007852306589484215,0.006353386212140322
0.00773361511528492,0.0065192366018891335
0.00766374496743083,0.006574670784175396
0.00758269103243947,0.006480039097368717
0.007490712683647871,0.006613197736442089
0.007413054816424847,0.006419664714485407
